Gene Symbol,Chronic Module,Escape Module,Resolver Module,Intramodular Connectivity – Chronic,Intramodular Connectivity – Escape,Intramodular Connectivity – Resolver
NCBP3,c1,e2,r5,0.408,0.407,0.172
NCF2,c7,e7,r8,0.659,0.567,0.423
NCK1,c10,e2,r3,0.442,0.387,0.582
NCK2,c10,e9,r5,0.269,0.480,0.152
NCKAP1L,c6,e9,r1,0.479,0.360,0.628
NCOA1,c7,e9,r9,0.565,0.430,0.353
NCOA2,c4,e9,r3,0.421,0.324,0.337
NCOA3,c4,e9,r2,0.599,0.373,0.482
NCOA4,c10,e3,r9,0.445,0.434,0.356
NCOA6,c10,e9,r9,0.249,0.562,0.336
NCOR1,c2,e2,r4,0.189,0.374,0.590
NCR3,c10,e8,r9,0.351,0.704,0.112
NDC80,c2,e9,r3,0.311,0.392,0.454
NDEL1,c10,e9,r3,0.400,0.420,0.394
NDFIP1,c1,e9,r9,0.298,0.415,0.161
NDST2,c2,e9,r3,0.481,0.638,0.374
NDUFA10,c5,e9,r9,0.421,0.471,0.255
NDUFA13,c10,e9,r9,0.561,0.382,0.317
NDUFA2,c10,e6,r7,0.698,0.467,0.536
NDUFA3,c8,e9,r9,0.254,0.324,0.540
NDUFA4,c10,e2,r9,0.314,0.378,0.333
NDUFA5,c10,e2,r5,0.362,0.592,0.182
NDUFA6,c2,e9,r9,0.191,0.484,0.692
NDUFA7,c10,e9,r7,0.390,0.510,0.392
NDUFA9,c5,e9,r9,0.519,0.397,0.405
NDUFAB1,c5,e5,r9,0.515,0.291,0.340
NDUFAF1,c1,e9,r9,0.395,0.327,0.361
NDUFAF3,c1,e7,r7,0.414,0.386,0.136
NDUFAF4,c10,e9,r3,0.323,0.411,0.334
NDUFB1,c10,e5,r2,0.309,0.573,0.524
NDUFB11,c5,e9,r9,0.727,0.456,0.468
NDUFB2-AS1,c10,e9,r7,0.181,0.353,0.240
NDUFB3,c5,e5,r2,0.584,0.490,0.621
NDUFB4,c10,e7,r9,0.460,0.259,0.395
NDUFB5,c10,e9,r2,0.603,0.399,0.522
NDUFB6,c10,e9,r9,0.390,0.359,0.377
NDUFB7,c10,e5,r9,0.669,0.395,0.322
NDUFC1,c10,e9,r9,0.572,0.332,0.526
NDUFS1,c10,e7,r9,0.464,0.289,0.263
NDUFS2,c10,e9,r9,0.345,0.486,0.429
NDUFS5,c1,e9,r9,0.349,0.534,0.364
NDUFS6,c5,e9,r9,0.585,0.483,0.491
NDUFS8,c6,e9,r9,0.664,0.455,0.282
NDUFV1,c10,e9,r7,0.525,0.429,0.268
NECAP1,c5,e9,r5,0.401,0.285,0.332
NECAP2,c5,e6,r9,0.539,0.333,0.530
NEDD8,c6,e9,r9,0.638,0.398,0.281
NEDD9,c10,e5,r9,0.184,0.359,0.278
NEK1,c4,e2,r6,0.851,0.568,0.455
NEK7,c1,e9,r2,0.254,0.547,0.446
NELFB,c1,e9,r9,0.377,0.354,0.383
NELFCD,c10,e5,r9,0.400,0.357,0.340
NELFE,c5,e9,r4,0.564,0.406,0.446
NELL2,c8,e2,r9,0.103,0.324,0.222
NEMF,c2,e9,r3,0.462,0.383,0.485
NEMP1,c5,e9,r9,0.354,0.697,0.384
NENF,c10,e9,r9,0.458,0.342,0.192
NET1,c1,e9,r5,0.324,0.342,0.400
NEU1,c1,e5,r5,0.378,0.259,0.418
NFAT5,c2,e2,r3,0.428,0.392,0.357
NFATC2IP,c10,e9,r9,0.199,0.504,0.320
NFATC3,c10,e9,r9,0.314,0.455,0.390
NFE2L1,c3,e9,r9,0.777,0.404,0.311
NFE2L2,c2,e9,r5,0.612,0.571,0.537
NFIL3,c9,e9,r5,0.780,0.492,0.215
NFKB1,c10,e5,r6,0.273,0.901,0.621
NFKB2,c10,e4,r5,0.177,0.734,0.320
NFKBIA,c1,e9,r5,0.828,0.444,0.793
NFU1,c3,e9,r9,0.575,0.541,0.220
NHEJ1,c10,e1,r9,0.507,0.234,0.259
NHP2,c6,e9,r7,0.611,0.398,0.376
NIF3L1,c5,e5,r9,0.355,0.194,0.630
NINJ2,c7,e9,r7,0.259,0.465,0.195
NIPBL,c2,e2,r3,0.529,0.527,0.558
NIPSNAP1,c1,e9,r9,0.352,0.744,0.276
NIT2,c2,e9,r9,0.371,0.402,0.358
NKG7,c10,e9,r9,0.461,0.571,0.237
NKRF,c10,e4,r5,0.253,0.427,0.194
NKTR,c2,e3,r3,0.548,0.549,0.720
NLRP1,c10,e9,r9,0.239,0.546,0.137
NMD3,c1,e9,r9,0.319,0.477,0.158
NME1,c8,e9,r9,0.512,0.293,0.545
NMI,c5,e9,r9,0.738,0.508,0.640
NMRK1,c3,e5,r9,0.453,0.310,0.255
NNT,c10,e9,r9,0.374,0.414,0.732
NOC3L,c3,e9,r3,0.478,0.545,0.298
NOC4L,c10,e9,r9,0.216,0.451,0.370
NOCT,c1,e5,r5,0.306,0.606,0.215
NOL10,c1,e2,r3,0.336,0.299,0.253
NOL6,c1,e9,r5,0.214,0.464,0.207
NOL8,c10,e9,r3,0.219,0.417,0.480
NOLC1,c1,e2,r9,0.236,0.337,0.212
NOP10,c5,e5,r9,0.700,0.440,0.569
NOP14,c3,e9,r3,0.389,0.541,0.324
NOP14-AS1,c3,e9,r3,0.356,0.518,0.310
NOP16,c10,e9,r6,0.257,0.461,0.425
NOP56,c1,e4,r5,0.547,0.529,0.327
NOSIP,c10,e9,r9,0.433,0.495,0.283
NOTCH2,c10,e8,r9,0.341,0.896,0.350
NPAT,c8,e5,r3,0.148,0.481,0.326
NPC1,c10,e1,r5,0.293,0.668,0.163
NPC2,c10,e7,r9,0.792,0.735,0.166
NPEPPS,c10,e5,r3,0.260,0.166,0.386
NPLOC4,c8,e9,r9,0.105,0.418,0.138
NPM1,c10,e9,r9,0.276,0.512,0.212
NPRL2,c10,e9,r9,0.280,0.618,0.376
NPTN,c1,e9,r9,0.332,0.514,0.577
NQO2,c10,e9,r9,0.458,0.506,0.160
NR1D2,c1,e1,r5,0.549,0.502,0.436
NR2C2,c1,e9,r9,0.269,0.332,0.337
NR3C1,c8,e2,r6,0.222,0.603,0.739
NR4A2,c1,e5,r5,0.950,0.550,1.000
NR4A3,c1,e5,r5,0.776,0.689,0.755
NRAS,c10,e9,r9,0.327,0.405,0.172
NRBF2,c10,e9,r5,0.281,0.520,0.169
NRBP1,c10,e4,r7,0.316,0.368,0.322
NRDC,c1,e9,r3,0.220,0.496,0.463
NRIP1,c2,e9,r3,0.473,0.351,0.422
NRIP2,c10,e9,r3,0.191,0.344,0.182
NSD1,c10,e2,r5,0.328,0.232,0.195
NSDHL,c3,e4,r9,0.359,0.298,0.287
NSF,c1,e9,r9,0.292,0.583,0.412
NSFL1C,c3,e1,r5,0.163,0.323,0.131
NSMAF,c8,e9,r3,0.091,0.592,0.366
NSMCE4A,c10,e9,r9,0.327,0.512,0.626
NSUN5P1,c10,e8,r3,0.313,0.464,0.256
NT5C2,c10,e5,r3,0.329,0.189,0.391
NT5DC2,c10,e9,r3,0.297,0.288,0.125
NUAK2,c7,e9,r9,0.204,0.360,0.170
NUBP1,c10,e9,r9,0.377,0.492,0.495
NUBP2,c3,e9,r9,0.340,0.431,0.256
NUCB1,c10,e9,r7,0.461,0.426,0.480
NUCB2,c8,e9,r3,0.349,0.581,0.603
NUDC,c10,e9,r9,0.313,0.443,0.331
NUDCD3,c1,e5,r9,0.273,0.232,0.302
NUDT1,c8,e9,r9,0.462,0.400,0.346
NUDT15,c9,e8,r3,0.293,0.292,0.362
NUDT2,c10,e9,r9,0.341,0.448,0.240
NUDT21,c10,e1,r9,0.639,0.810,0.250
NUMB,c1,e9,r9,0.226,0.454,0.328
NUP107,c10,e9,r3,0.235,0.580,0.554
NUP133,c4,e9,r9,0.520,0.392,0.327
NUP155,c10,e3,r5,0.328,0.979,0.214
NUP205,c8,e9,r3,0.090,0.542,0.310
NUP37,c10,e1,r9,0.338,0.351,0.573
NUP43,c10,e9,r9,0.369,0.393,0.376
NUP54,c2,e9,r3,0.578,0.318,0.302
NUP85,c10,e9,r3,0.262,0.384,0.485
NUP88,c10,e9,r3,0.273,0.464,0.464
NUP93,c1,e9,r9,0.252,0.425,0.407
NUP98,c3,e2,r6,0.538,0.686,0.618
NUPL2,c10,e2,r9,0.377,0.318,0.265
NUSAP1,c5,e9,r9,0.553,0.653,0.411
NVL,c10,e9,r9,0.289,0.480,0.378
NXF1,c1,e9,r5,0.633,0.505,0.490
NXT1,c10,e8,r9,0.215,0.748,0.225
NXT2,c5,e1,r9,0.638,0.436,0.677
OARD1,c1,e9,r9,0.264,0.424,0.406
OAS1,c5,e6,r9,0.361,0.554,0.437
OAS2,c6,e6,r2,0.834,0.300,0.751
OAT,c10,e9,r5,0.287,0.739,0.315
OAZ1,c10,e9,r7,0.697,0.807,0.355
OAZ2,c3,e7,r1,0.703,0.361,0.475
OBFC1,c9,e2,r9,0.885,0.456,0.268
OCEL1,c10,e9,r9,0.240,0.703,0.249
OCLM,c10,e9,r9,0.251,0.471,0.242
ODC1,c1,e5,r5,0.584,0.515,0.687
ODF2,c4,e2,r4,0.588,0.277,0.659
OFD1,c10,e9,r3,0.171,0.387,0.810
OGFOD1,c3,e9,r9,0.465,0.400,0.448
OLA1,c10,e2,r9,0.339,0.254,0.439
OPA1,c3,e9,r1,0.413,0.474,0.370
OPTN,c10,e9,r2,0.477,0.619,0.583
ORC2,c10,e9,r9,0.467,0.526,0.104
ORC3,c10,e9,r9,0.262,0.312,0.562
OS9,c1,e9,r9,0.322,0.578,0.222
OSBP,c10,e9,r5,0.276,0.353,0.256
OSBPL11,c4,e3,r9,0.537,0.445,0.561
OSBPL2,c3,e9,r5,0.471,0.442,0.181
OSBPL3,c10,e9,r3,0.200,0.431,0.347
OSBPL8,c10,e9,r3,0.185,0.593,0.473
OSBPL9,c2,e5,r3,0.291,0.223,0.281
OSGEP,c10,e1,r7,0.274,0.855,0.121
OSTF1,c10,e6,r9,0.388,0.479,0.458
OSTM1,c1,e9,r9,0.289,0.708,0.546
OTUB1,c5,e4,r3,0.426,0.331,0.136
OTUD4,c10,e9,r5,0.227,0.356,0.227
OXCT1,c1,e9,r9,0.401,0.519,0.329
OXLD1,c10,e9,r9,0.435,0.685,0.246
OXSM,c3,e9,r9,0.443,0.437,0.296
P2RY10,c4,e1,r7,0.652,0.778,0.144
P4HB,c10,e9,r9,0.447,0.417,0.203
P4HTM,c3,e9,r9,0.397,0.485,0.231
PAAF1,c1,e9,r9,0.271,0.508,0.445
PABPC4,c10,e9,r5,0.263,0.474,0.233
PACS1,c7,e2,r7,0.309,0.381,0.198
PACSIN2,c10,e9,r3,0.441,0.608,0.132
PAF1,c2,e5,r5,0.255,0.398,0.131
PAFAH1B2,c10,e7,r1,0.195,0.664,0.406
PAGR1,c1,e2,r9,0.293,0.387,0.243
PAK2,c1,e9,r9,0.480,0.586,0.292
PAM,c1,e9,r9,0.189,0.585,0.704
PAN2,c1,e9,r3,0.338,0.508,0.262
PAN3,c1,e9,r5,0.655,0.284,0.128
PANK2,c1,e9,r9,0.289,0.420,0.506
PAPD7,c10,e9,r3,0.294,0.487,0.595
PAPSS1,c10,e9,r9,0.290,0.549,0.566
PAQR3,c10,e3,r5,0.310,0.760,0.174
PAQR4,c10,e9,r3,0.290,0.432,0.142
PARK7,c10,e9,r2,1.000,0.512,0.456
PARN,c1,e9,r9,0.316,0.350,0.571
PARP1,c10,e9,r9,0.450,0.512,0.874
PARP12,c10,e9,r9,0.222,0.523,0.436
PARP16,c1,e9,r9,0.307,0.382,0.240
PARP8,c1,e9,r5,0.407,0.437,0.285
PASK,c10,e2,r6,0.289,0.232,0.884
PATZ1,c10,e2,r3,0.260,0.321,0.147
PAXBP1,c2,e1,r3,0.661,0.422,0.268
PBX3,c10,e8,r9,0.234,0.886,0.177
PBXIP1,c8,e3,r4,0.092,0.554,0.434
PCBP1,c5,e9,r9,0.753,0.365,0.321
PCBP2,c7,e9,r9,0.343,0.423,0.259
PCCA,c10,e9,r9,0.309,0.474,0.358
PCF11,c10,e2,r9,0.168,0.364,0.411
PCIF1,c10,e9,r7,0.349,0.388,0.312
PCK2,c5,e9,r9,0.545,0.419,0.332
PCM1,c10,e2,r3,0.192,0.432,0.793
PCMT1,c10,e1,r9,0.530,0.459,0.797
PCMTD2,c10,e9,r9,0.298,0.542,0.423
PCNA,c10,e9,r9,0.647,0.530,0.251
PCNT,c2,e9,r9,0.549,0.455,0.318
PCNX1,c10,e6,r9,0.272,0.506,0.236
PCNX4,c3,e3,r9,0.342,0.591,0.463
PCOLCE,c10,e9,r3,0.220,0.347,0.187
PCSK7,c6,e5,r9,0.492,0.189,0.535
PCYOX1L,c10,e7,r9,0.335,0.426,0.399
PCYT1A,c10,e9,r3,0.243,0.330,0.323
PDAP1,c10,e2,r9,0.194,0.368,0.357
PDCD10,c10,e4,r2,0.449,0.330,0.704
PDCD6,c1,e9,r9,0.287,0.413,0.610
PDCD6IP,c10,e9,r9,0.487,0.425,0.444
PDCL,c10,e9,r5,0.500,0.411,0.092
PDE3B,c8,e2,r6,0.145,0.701,0.637
PDE4B,c1,e9,r5,0.401,0.498,0.347
PDE4D,c10,e5,r5,0.240,0.369,0.664
PDE4DIP,c1,e2,r6,0.237,0.400,0.271
PDE6D,c1,e9,r9,0.282,0.367,0.222
PDGFA,c10,e9,r5,0.191,0.272,0.419
PDHB,c10,e2,r2,0.472,0.267,0.589
PDHX,c1,e9,r9,0.319,0.490,0.402
PDIA3,c5,e5,r9,0.598,0.401,0.382
PDIA4,c5,e9,r4,0.328,0.380,0.517
PDIA6,c5,e9,r2,0.694,0.643,0.736
PDK1,c10,e6,r9,0.228,0.384,0.312
PDLIM1,c8,e8,r9,0.576,0.571,0.215
PDPR,c10,e9,r5,0.312,0.404,0.172
PDS5A,c3,e9,r3,0.409,0.374,0.469
PDS5B,c10,e9,r3,0.285,0.592,0.446
PDSS1,c2,e9,r3,0.235,0.280,0.371
PDSS2,c10,e9,r9,0.288,0.569,0.630
PDXDC1,c3,e9,r9,0.767,0.324,0.284
PDZD8,c1,e9,r5,0.630,0.495,0.276
PEA15,c1,e9,r9,0.347,0.509,0.365
PEBP1,c4,e9,r9,0.403,0.444,0.348
PECAM1,c8,e8,r9,0.782,0.706,0.287
PEF1,c10,e9,r9,0.399,0.367,0.265
PELI1,c1,e9,r5,0.524,0.423,0.406
PELI2,c2,e7,r5,0.463,0.473,0.296
PELO,c3,e9,r1,0.640,0.340,0.444
PELP1,c4,e9,r9,0.469,0.305,0.199
PEPD,c9,e9,r2,0.474,0.511,0.424
PER1,c1,e9,r5,0.520,0.589,0.753
PER2,c3,e9,r6,0.454,0.416,0.558
PEX11B,c1,e9,r9,0.373,0.369,0.557
PEX19,c10,e9,r9,0.441,0.401,0.281
PEX2,c10,e9,r9,0.367,0.549,0.265
PEX6,c1,e5,r9,0.296,0.376,0.084
PF4,c1,e7,r9,0.268,0.558,0.173
PFAS,c10,e9,r9,0.277,0.567,0.339
PFDN1,c3,e3,r9,0.431,0.272,0.309
PFKFB3,c3,e9,r5,0.677,0.469,0.491
PFN1,c8,e2,r2,0.576,0.267,0.481
PGAP2,c1,e9,r9,0.324,0.383,0.200
PGD,c1,e7,r5,0.287,0.415,0.132
PGK1,c4,e9,r6,0.579,0.581,0.611
PGLS,c10,e9,r9,0.363,0.339,0.177
PGM1,c10,e2,r9,0.302,0.325,0.460
PGM3,c1,e2,r9,0.199,0.292,0.381
PGRMC1,c5,e5,r9,0.355,0.376,0.338
PGRMC2,c8,e9,r3,0.103,0.359,0.460
PHB,c10,e9,r9,0.298,0.622,0.249
PHB2,c8,e2,r9,0.506,0.216,0.403
PHEX,c10,e9,r3,0.409,0.349,0.250
PHF1,c1,e4,r5,0.260,0.753,0.279
PHF10,c3,e9,r9,0.401,0.364,0.453
PHF11,c10,e9,r9,0.512,0.477,0.389
PHF20,c1,e9,r5,0.561,0.452,0.384
PHF21A,c1,e9,r9,0.225,0.383,0.718
PHF3,c2,e9,r3,0.645,0.397,0.677
PHIP,c1,e9,r3,0.344,0.424,0.755
PHKA2,c9,e2,r5,0.405,0.260,0.100
PHKB,c10,e9,r3,0.247,0.524,0.342
PHKG1,c1,e9,r3,0.308,0.388,0.125
PHLDA1,c1,e5,r5,0.496,0.481,0.324
PHLPP1,c10,e9,r6,0.385,0.417,0.435
PHTF2,c10,e9,r9,0.259,0.375,0.460
PHYH,c3,e9,r9,0.549,0.386,0.329
PI4K2A,c1,e9,r5,0.411,0.402,0.338
PI4KA,c10,e1,r9,0.280,0.638,0.297
PI4KB,c10,e9,r5,0.392,0.354,0.234
PIAS1,c10,e4,r4,0.298,0.652,0.564
PIBF1,c10,e9,r3,0.211,0.336,0.502
PICALM,c1,e4,r3,0.264,0.581,0.323
PICK1,c1,e9,r3,0.365,0.308,0.191
PIGA,c2,e2,r5,0.348,0.364,0.226
PIGB,c10,e9,r9,0.275,0.556,0.174
PIGH,c10,e9,r9,0.288,0.490,0.253
PIH1D1,c10,e9,r2,0.483,0.365,0.487
PIK3C2B,c10,e9,r9,0.285,0.361,0.396
PIK3C3,c3,e9,r3,0.520,0.727,0.258
PIK3CB,c3,e9,r9,0.480,0.391,0.323
PIK3CD,c1,e8,r2,0.236,0.430,0.473
PIK3CG,c1,e2,r1,0.343,0.541,0.511
PIK3R1,c2,e6,r5,0.544,0.248,0.592
PIK3R4,c3,e9,r3,0.632,0.586,0.247
PIK3R5,c8,e9,r5,0.473,0.536,0.204
PIKFYVE,c10,e9,r3,0.264,0.438,0.368
PILRA,c7,e9,r8,0.664,0.451,0.747
PIN1,c10,e2,r9,0.632,0.483,0.305
PINK1,c1,e4,r9,0.442,0.419,0.195
PIP4K2A,c9,e2,r9,0.868,0.552,0.534
PIP4K2C,c10,e9,r3,0.248,0.552,0.270
PIP5K1A,c10,e2,r5,0.286,0.449,0.223
PITPNB,c10,e4,r9,0.318,0.659,0.353
PITPNC1,c1,e9,r9,0.339,0.486,0.269
PITRM1,c10,e9,r3,0.206,0.450,0.315
PJA1,c5,e9,r3,0.638,0.420,0.329
PKD2L2,c10,e4,r9,0.270,0.391,0.162
PKIA,c1,e9,r9,0.443,0.499,0.258
PKM,c6,e9,r9,0.557,0.356,0.325
PKN2,c2,e9,r3,0.231,0.348,0.426
PKNOX1,c10,e9,r9,0.231,0.381,0.307
PLA2G16,c10,e9,r3,0.373,0.557,0.292
PLAC8,c9,e7,r7,0.450,0.689,0.188
PLAGL2,c10,e2,r3,0.265,0.473,0.306
PLAUR,c7,e5,r8,0.827,0.324,1.000
PLCL2,c1,e2,r9,0.298,0.421,0.469
PLCXD1,c10,e7,r9,0.361,0.475,0.188
PLEK,c8,e9,r9,0.559,0.624,0.342
PLEKHA2,c4,e2,r6,0.536,0.822,0.904
PLEKHB2,c3,e5,r6,0.427,0.807,0.483
PLEKHF2,c10,e9,r9,0.227,0.561,0.302
PLEKHJ1,c3,e9,r9,0.775,0.384,0.191
PLEKHM1,c3,e5,r9,0.345,0.405,0.213
PLEKHO1,c1,e2,r9,0.285,0.447,0.132
PLEKHO2,c10,e9,r7,0.491,0.390,0.211
PLGRKT,c9,e9,r9,0.425,0.802,0.316
PLK3,c1,e9,r5,0.438,0.366,0.487
PLP2,c1,e9,r6,0.258,0.393,0.311
PLPP1,c3,e9,r9,0.318,0.456,0.388
PLSCR1,c1,e9,r9,0.531,0.463,0.556
PLXNC1,c5,e9,r9,0.568,0.350,0.507
PLXND1,c8,e2,r6,0.196,0.628,0.502
PMAIP1,c1,e5,r5,0.489,0.678,0.467
PMM2,c10,e9,r9,0.300,0.495,0.189
PMVK,c6,e5,r7,0.567,0.237,0.407
PNISR,c10,e9,r3,0.166,0.447,0.810
PNKP,c10,e9,r9,0.353,0.506,0.333
PNMA1,c2,e9,r9,0.348,0.554,0.216
PNN,c1,e9,r3,0.723,0.458,0.465
PNO1,c10,e9,r9,0.238,0.598,0.378
PNP,c10,e2,r9,0.215,0.423,0.189
PNPLA6,c10,e9,r7,0.175,0.407,0.295
POGK,c1,e3,r4,0.458,0.833,0.476
POGLUT1,c4,e9,r9,0.463,0.393,0.346
POGZ,c5,e9,r9,0.357,0.493,0.308
POLA1,c5,e9,r9,0.566,0.337,0.435
POLB,c2,e5,r3,0.440,0.386,0.318
POLD3,c8,e2,r9,0.356,0.265,0.433
POLDIP2,c3,e9,r9,0.274,0.307,0.254
POLDIP3,c10,e9,r5,0.362,0.504,0.139
POLG2,c10,e2,r9,0.237,0.286,0.398
POLR1C,c1,e5,r5,0.294,0.716,0.193
POLR1D,c10,e9,r9,0.629,0.321,0.427
POLR2B,c3,e9,r3,0.615,0.331,0.499
POLR2C,c10,e9,r5,0.222,0.427,0.352
POLR2F,c10,e9,r9,0.361,0.461,0.156
POLR2G,c5,e5,r9,0.496,0.312,0.400
POLR2H,c10,e9,r9,0.442,0.470,0.374
POLR2I,c3,e9,r9,0.514,0.480,0.265
POLR2J,c10,e9,r1,0.398,0.361,0.356
POLR2K,c10,e9,r9,0.207,0.498,0.290
POLR2L,c10,e2,r7,0.318,0.263,0.239
POLR3C,c3,e4,r3,0.390,0.822,0.318
POLR3D,c10,e3,r9,0.421,0.412,0.287
POLR3E,c8,e2,r5,0.135,0.643,0.386
POMT1,c10,e9,r9,0.191,0.536,0.137
POP4,c3,e9,r5,0.539,0.474,0.116
POP5,c1,e9,r9,0.366,0.355,0.296
POP7,c3,e9,r9,0.514,0.466,0.396
POPDC2,c10,e9,r9,0.218,0.554,0.081
PORCN,c3,e5,r9,0.351,0.404,0.074
PPA1,c9,e9,r9,0.516,0.611,0.383
PPBP,c7,e7,r9,0.513,0.739,0.211
PPCDC,c10,e9,r9,0.217,0.448,0.147
PPDPF,c10,e9,r6,0.530,0.425,0.341
PPIB,c10,e9,r7,0.579,0.529,0.377
PPID,c10,e9,r9,0.350,0.332,0.563
PPIE,c1,e9,r9,0.297,0.388,0.402
PPIF,c10,e9,r5,0.400,0.541,0.249
PPIG,c2,e5,r3,0.543,0.378,0.603
PPIL6,c10,e7,r3,0.156,0.388,0.221
PPIP5K1,c10,e2,r9,0.256,0.230,0.183
PPIP5K2,c10,e5,r3,0.326,0.282,0.415
PPM1A,c10,e4,r3,0.257,0.400,0.297
PPM1B,c10,e9,r3,0.374,0.352,0.399
PPM1D,c3,e9,r3,0.439,0.455,0.359
PPM1F,c10,e9,r9,0.182,0.510,0.158
PPOX,c10,e2,r9,0.263,0.251,0.324
PPP1CA,c6,e9,r9,0.870,0.410,0.282
PPP1CB,c8,e2,r6,0.142,0.746,0.907
PPP1CC,c10,e9,r9,0.476,0.448,0.327
PPP1R11,c4,e5,r3,0.476,0.787,0.146
PPP1R12A,c2,e9,r3,0.746,0.377,0.660
PPP1R15A,c1,e5,r5,0.680,0.451,0.605
PPP1R16B,c3,e2,r6,0.665,0.733,0.680
PPP1R2,c10,e5,r9,0.201,0.635,0.208
PPP1R8,c5,e9,r9,0.409,0.383,0.369
PPP2CA,c1,e9,r5,0.166,0.367,0.319
PPP2R2D,c10,e1,r9,0.238,0.641,0.200
PPP2R3C,c10,e2,r5,0.300,0.383,0.136
PPP2R4,c10,e9,r9,0.389,0.422,0.203
PPP2R5C,c1,e2,r9,0.481,0.606,0.740
PPP3CA,c9,e9,r3,0.712,0.460,0.369
PPP3CB,c10,e9,r2,0.441,0.347,0.732
PPP3CC,c10,e9,r9,0.299,0.440,0.240
PPP4C,c5,e6,r7,0.473,0.192,0.303
PPP4R3A,c1,e4,r5,0.840,0.351,0.485
PPT1,c3,e9,r9,0.448,0.438,0.548
PPT2,c10,e3,r3,0.274,0.260,0.143
PQBP1,c10,e9,r9,0.448,0.775,0.430
PQLC1,c10,e4,r6,0.420,0.498,0.321
PRAF2,c9,e5,r9,0.536,0.327,0.230
PRCP,c10,e8,r9,0.323,0.694,0.302
PRDM1,c10,e9,r9,0.400,0.637,0.161
PRDM2,c1,e2,r5,0.639,0.385,0.400
PRDM4,c10,e9,r5,0.373,0.424,0.097
PRDX1,c4,e9,r9,0.401,0.340,0.282
PRDX2,c10,e9,r9,0.543,0.453,0.394
PRDX3,c5,e9,r9,0.810,0.415,0.445
PRDX6,c3,e9,r9,0.838,0.433,0.492
PREB,c1,e9,r9,0.523,0.492,0.291
PRELID3B,c2,e9,r9,0.268,0.528,0.447
PREP,c3,e9,r9,0.508,0.745,0.315
PRF1,c5,e9,r9,0.732,0.391,0.531
PRIM1,c7,e7,r9,0.581,0.416,0.709
PRKAA1,c10,e9,r3,0.271,0.483,0.356
PRKAB1,c8,e1,r9,0.120,0.386,0.132
PRKAB2,c10,e9,r9,0.254,0.504,0.344
PRKACB,c10,e9,r2,0.399,0.652,0.814
PRKAR1A,c1,e9,r2,0.534,0.769,0.601
PRKCB,c8,e2,r2,0.618,0.340,0.402
PRKCI,c10,e9,r3,0.297,0.510,0.300
PRKCQ,c1,e9,r3,0.269,0.540,0.410
PRKCSH,c8,e9,r7,0.493,0.409,0.284
PRKCZ,c10,e9,r9,0.510,0.502,0.280
PRKD2,c10,e2,r2,0.501,0.215,0.438
PRKD3,c7,e2,r9,0.233,0.385,0.316
PRKDC,c1,e6,r9,0.264,0.553,0.420
PRKRA,c10,e9,r3,0.187,0.379,0.479
PRKX,c10,e5,r5,0.266,0.164,0.174
PRMT1,c8,e9,r7,0.338,0.383,0.266
PRNP,c8,e9,r5,0.131,0.301,0.372
PROSC,c7,e9,r9,0.393,0.541,0.404
PROSER1,c2,e2,r5,0.440,0.564,0.329
PRPF18,c2,e9,r3,0.284,0.483,0.290
PRPF19,c3,e5,r9,0.392,0.432,0.536
PRPF38B,c1,e9,r9,0.552,0.382,0.374
PRPF39,c2,e1,r3,0.531,0.662,0.350
PRPF4,c10,e2,r9,0.424,0.592,0.250
PRPF40A,c2,e2,r3,0.585,0.383,0.538
PRPF4B,c2,e9,r3,0.365,0.439,0.646
PRPF6,c10,e6,r3,0.293,0.535,0.119
PRPS2,c9,e9,r9,0.591,0.316,0.413
PRPSAP1,c1,e9,r9,0.351,0.520,0.392
PRPSAP2,c10,e3,r9,0.259,0.669,0.500
PRR14L,c10,e9,r9,0.199,0.513,0.229
PRR5L,c4,e6,r9,0.842,0.722,0.313
PRRC1,c10,e6,r4,0.315,0.258,0.469
PRUNE,c1,e1,r9,0.312,0.636,0.354
PSAP,c7,e7,r8,0.819,0.761,0.533
PSD4,c6,e9,r9,0.515,0.471,0.414
PSEN1,c10,e9,r9,0.652,0.418,0.320
PSIP1,c3,e9,r3,0.348,0.366,0.832
PSMA1,c10,e9,r9,0.598,0.371,0.409
PSMA2,c10,e9,r9,0.333,0.470,0.578
PSMA4,c5,e9,r9,0.509,0.501,0.374
PSMA5,c1,e6,r9,0.516,0.587,0.593
PSMA6,c5,e9,r9,0.637,0.494,0.538
PSMB1,c10,e1,r9,0.555,0.555,0.295
PSMB10,c5,e9,r9,1.000,0.457,0.368
PSMB2,c5,e2,r9,0.423,0.369,0.249
PSMB3,c8,e9,r9,0.358,0.536,0.450
PSMB5,c10,e9,r9,0.314,0.320,0.345
PSMB6,c3,e2,r9,0.637,0.334,0.352
PSMB7,c5,e9,r9,0.464,0.383,0.288
PSMB8,c8,e9,r9,0.449,0.469,0.331
PSMB9,c6,e9,r2,1.000,0.654,0.538
PSMC3,c10,e9,r5,0.321,0.616,0.174
PSMC3IP,c10,e9,r9,0.327,0.555,0.321
PSMC5,c6,e9,r9,0.532,0.342,0.560
PSMD1,c10,e9,r3,0.273,0.584,0.274
PSMD10,c1,e1,r9,0.263,0.426,0.446
PSMD12,c1,e1,r5,0.404,0.789,0.294
PSMD14,c6,e9,r9,0.741,0.339,0.592
PSMD3,c10,e9,r7,0.347,0.574,0.243
