Gene,Set,Signature Type
SAMD3,CM01,doering module
SAMSN1,CM01,doering module
SATB1,CM01,doering module
SETBP1,CM01,doering module
SLC16A6,CM01,doering module
SLC3A2,CM01,doering module
SLC4A7,CM01,doering module
SMC4,CM01,doering module
SMNDC1,CM01,doering module
SMPDL3A,CM01,doering module
SMPDL3B,CM01,doering module
SNORD118,CM01,doering module
SNX16,CM01,doering module
SNX18,CM01,doering module
SPRY2,CM01,doering module
SRGAP3,CM01,doering module
STARD10,CM01,doering module
STK39,CM01,doering module
SYT11,CM01,doering module
SYTL2,CM01,doering module
TAF1A,CM01,doering module
TRGV11,CM01,doering module
TIPARP,CM01,doering module
TM6SF1,CM01,doering module
TMEM140,CM01,doering module
TNFAIP3,CM01,doering module
TNFRSF1B,CM01,doering module
TOX,CM01,doering module
TRIP4,CM01,doering module
TP53,CM01,doering module
TRPS1,CM01,doering module
TTC39B,CM01,doering module
UBASH3B,CM01,doering module
UHRF2,CM01,doering module
USP41,CM01,doering module
USP18,CM01,doering module
UTP20,CM01,doering module
VPS37B,CM01,doering module
VPS54,CM01,doering module
XCL2,CM01,doering module
XCL1,CM01,doering module
ZEB2,CM01,doering module
LINC00116,CM06,doering module
C17orf75,CM06,doering module
KIAA2026,CM06,doering module
ABCF2,CM06,doering module
ACADM,CM06,doering module
ACO2,CM06,doering module
ACP1,CM06,doering module
ADD1,CM06,doering module
ADK,CM06,doering module
AFF1,CM06,doering module
AHCY,CM06,doering module
AIMP2,CM06,doering module
AKT1,CM06,doering module
JAML,CM06,doering module
ANAPC5,CM06,doering module
AP1S1,CM06,doering module
ARF1,CM06,doering module
ARHGDIA,CM06,doering module
ASNA1,CM06,doering module
ATIC,CM06,doering module
ATP1A1,CM06,doering module
ATP5G2,CM06,doering module
ATPAF2,CM06,doering module
AVEN,CM06,doering module
BRAF,CM06,doering module
CALU,CM06,doering module
CAP1,CM06,doering module
CD2BP2,CM06,doering module
CDC123,CM06,doering module
CDC23,CM06,doering module
CDC25A,CM06,doering module
CDK4,CM06,doering module
CDK9,CM06,doering module
CDKN1B,CM06,doering module
CINP,CM06,doering module
CLCC1,CM06,doering module
CLDND1,CM06,doering module
CSPP1,CM06,doering module
CTNNB1,CM06,doering module
CTPS1,CM06,doering module
DCPS,CM06,doering module
DDB1,CM06,doering module
DDX1,CM06,doering module
DDX39A,CM06,doering module
DHCR24,CM06,doering module
DHDDS,CM06,doering module
DSCR3,CM06,doering module
DTX4,CM06,doering module
EFTUD2,CM06,doering module
EI24,CM06,doering module
EIF2B2,CM06,doering module
EIF2S2,CM06,doering module
EIF3B,CM06,doering module
EIF3L,CM06,doering module
EIF4A1,CM06,doering module
EIF5A,CM06,doering module
ENTPD5,CM06,doering module
ERH,CM06,doering module
ESYT1,CM06,doering module
FBL,CM06,doering module
FOXN3,CM06,doering module
GAB3,CM06,doering module
GANAB,CM06,doering module
GAR1,CM06,doering module
GCSH,CM06,doering module
GM2A,CM06,doering module
C14orf28,CM06,doering module
C11orf71,CM06,doering module
CXorf65,CM06,doering module
GNPAT,CM06,doering module
GOT2,CM06,doering module
GPI,CM06,doering module
GPX8,CM06,doering module
HLA-DMA,CM06,doering module
HBS1L,CM06,doering module
HDAC1,CM06,doering module
HERPUD2,CM06,doering module
HIGD1A,CM06,doering module
HMGCS1,CM06,doering module
IFIT1B,CM06,doering module
IMPA2,CM06,doering module
IMPDH2,CM06,doering module
INTS7,CM06,doering module
IPO5,CM06,doering module
IPO7,CM06,doering module
IRGM,CM06,doering module
KCNJ8,CM06,doering module
KIF1C,CM06,doering module
KLHDC10,CM06,doering module
KLHL6,CM06,doering module
KPNB1,CM06,doering module
LAGE3,CM06,doering module
LBR,CM06,doering module
LPCAT3,CM06,doering module
LSM7,CM06,doering module
LY6E,CM06,doering module
MBNL3,CM06,doering module
MEF2D,CM06,doering module
MIF,CM06,doering module
MIPEP,CM06,doering module
MRPL17,CM06,doering module
MRPL23,CM06,doering module
MRPS18A,CM06,doering module
MTHFD1,CM06,doering module
MTHFD1L,CM06,doering module
MYD88,CM06,doering module
NDUFV1,CM06,doering module
NECAP2,CM06,doering module
NHP2,CM06,doering module
NKIRAS1,CM06,doering module
NME1-NME2,CM06,doering module
NOP16,CM06,doering module
NR1D2,CM06,doering module
NSFL1C,CM06,doering module
NSUN2,CM06,doering module
NUDC,CM06,doering module
NUDT1,CM06,doering module
NUP107,CM06,doering module
NUP160,CM06,doering module
NUP205,CM06,doering module
NUTF2,CM06,doering module
OSBPL9,CM06,doering module
OXSM,CM06,doering module
PA2G4,CM06,doering module
PARK7,CM06,doering module
PGD,CM06,doering module
PGGT1B,CM06,doering module
PHB,CM06,doering module
PHPT1,CM06,doering module
PHYH,CM06,doering module
PIGT,CM06,doering module
PMM1,CM06,doering module
POLE2,CM06,doering module
POLR2F,CM06,doering module
POLR2J,CM06,doering module
PPAT,CM06,doering module
PPP1CA,CM06,doering module
PPP4C,CM06,doering module
PPP5C,CM06,doering module
PRDX3,CM06,doering module
PREP,CM06,doering module
PRKAG1,CM06,doering module
PRKD3,CM06,doering module
PRMT1,CM06,doering module
PRMT5,CM06,doering module
PRPF4,CM06,doering module
PSAP,CM06,doering module
PSMD2,CM06,doering module
PSMG1,CM06,doering module
PTBP1,CM06,doering module
PTPN6,CM06,doering module
QARS,CM06,doering module
RAB1B,CM06,doering module
RAC2,CM06,doering module
RANBP1,CM06,doering module
RANGRF,CM06,doering module
RASA1,CM06,doering module
RB1CC1,CM06,doering module
RBBP4,CM06,doering module
RFC1,CM06,doering module
RPL29,CM06,doering module
RPN2,CM06,doering module
RPSA,CM06,doering module
RRN3,CM06,doering module
SAMM50,CM06,doering module
SAP30BP,CM06,doering module
SASH3,CM06,doering module
SEPHS1,CM06,doering module
SERTAD1,CM06,doering module
SETD3,CM06,doering module
SF3A2,CM06,doering module
SFXN1,CM06,doering module
SHMT2,CM06,doering module
SIGMAR1,CM06,doering module
SLC25A5,CM06,doering module
SND1,CM06,doering module
SNRNP70,CM06,doering module
SNRPD2,CM06,doering module
STARD7,CM06,doering module
STT3B,CM06,doering module
SUV39H1,CM06,doering module
TAGLN2,CM06,doering module
TBL1XR1,CM06,doering module
TEX261,CM06,doering module
THG1L,CM06,doering module
TIMM17B,CM06,doering module
TMED4,CM06,doering module
TMED9,CM06,doering module
TMEM37,CM06,doering module
TMEM50B,CM06,doering module
TNPO3,CM06,doering module
TRAK2,CM06,doering module
TTLL12,CM06,doering module
TUBB,CM06,doering module
TUFM,CM06,doering module
TXNDC12,CM06,doering module
UBR7,CM06,doering module
UCK2,CM06,doering module
UMPS,CM06,doering module
VDAC1,CM06,doering module
VPREB1,CM06,doering module
VPS25,CM06,doering module
VPS37A,CM06,doering module
WARS,CM06,doering module
WDR1,CM06,doering module
YARS,CM06,doering module
ZFAND1,CM06,doering module
ZNF414,CM06,doering module
ZNF781,CM06,doering module
ZRANB1,CM06,doering module
ZUFSP,CM06,doering module
C5orf42,CM04,doering module
KIAA1551,CM04,doering module
C5orf34,CM04,doering module
KIAA1109,CM04,doering module
AMD1,CM04,doering module
APOBEC3H,CM04,doering module
CCDC84,CM04,doering module
PTBP2,CM04,doering module
PVR,CM04,doering module
SLC35D1,CM04,doering module
ZNF737,CM04,doering module
ZNF680,CM04,doering module
ZNF695,CM04,doering module
ZNF626,CM04,doering module
ZNF727,CM04,doering module
ZNF66,CM04,doering module
ZNF253,CM04,doering module
ZNF678,CM04,doering module
ZNF492,CM04,doering module
ZNF100,CM04,doering module
ZNF676,CM04,doering module
ZNF728,CM04,doering module
ZNF506,CM04,doering module
ZNF90,CM04,doering module
ZNF486,CM04,doering module
ZNF141,CM04,doering module
ZNF431,CM04,doering module
ZNF429,CM04,doering module
ZNF257,CM04,doering module
ZNF681,CM04,doering module
ZNF708,CM04,doering module
ZNF273,CM04,doering module
ZNF98,CM04,doering module
ZNF195,CM04,doering module
ZNF430,CM04,doering module
ZNF736,CM04,doering module
ZNF85,CM04,doering module
ZNF716,CM04,doering module
ZNF718,CM04,doering module
ZNF138,CM04,doering module
ZNF714,CM04,doering module
ZNF675,CM04,doering module
ZNF732,CM04,doering module
ZNF479,CM04,doering module
ZNF726,CM04,doering module
ZNF254,CM04,doering module
ZNF92,CM04,doering module
ZNF730,CM04,doering module
ZNF735,CM04,doering module
ZNF679,CM04,doering module
ZNF682,CM04,doering module
ZNF493,CM04,doering module
ZNF117,CM04,doering module
ZNF93,CM04,doering module
ZNF724,CM04,doering module
ZSWIM7,CM04,doering module
NUSAP1,all.up_early,HCV signature
ENTPD1,all.up_early,HCV signature
LBR,all.up_early,HCV signature
TRAF5,all.up_early,HCV signature
PSMA4,all.up_early,HCV signature
MSMO1,all.up_early,HCV signature
ACAP2,all.up_early,HCV signature
DBI,all.up_early,HCV signature
MRPS27,all.up_early,HCV signature
CST7,all.up_early,HCV signature
FYCO1,all.up_early,HCV signature
USP25,all.up_early,HCV signature
DPAGT1,all.up_early,HCV signature
CLEC2B,all.up_early,HCV signature
BUB1B,all.up_early,HCV signature
TOP2A,all.up_early,HCV signature
FAM13B,all.up_early,HCV signature
TMEM2,all.up_early,HCV signature
DCP2,all.up_early,HCV signature
PHF11,all.up_early,HCV signature
EZH2,all.up_early,HCV signature
VPS33A,all.up_early,HCV signature
TAF12,all.up_early,HCV signature
PSMB10,all.up_early,HCV signature
GBP1,all.up_early,HCV signature
ITPA,all.up_early,HCV signature
BLMH,all.up_early,HCV signature
RFX5,all.up_early,HCV signature
NUP85,all.up_early,HCV signature
SACM1L,all.up_early,HCV signature
CIAO1,all.up_early,HCV signature
HLAâˆ’DRB1,all.up_early,HCV signature
CD74,all.up_early,HCV signature
SRRT,all.up_early,HCV signature
TOP2B,all.up_early,HCV signature
ELF4,all.up_early,HCV signature
TGFBRAP1,all.down_early,HCV signature
SLC37A1,all.down_early,HCV signature
SLC8B1,all.down_early,HCV signature
NELL2,all.down_early,HCV signature
FTH1,all.down_early,HCV signature
PRNP,all.down_early,HCV signature
PCBP2,all.down_early,HCV signature
ATP1A1,all.down_early,HCV signature
IRS2,all.down_early,HCV signature
IDS,all.down_early,HCV signature
PHF20,all.down_early,HCV signature
OSBP,all.down_early,HCV signature
PTTG1,chronic.up_early,HCV signature
PEX2,chronic.up_early,HCV signature
GTF2E1,chronic.up_early,HCV signature
POGLUT1,chronic.up_early,HCV signature
ZNF593,chronic.up_early,HCV signature
RAB33B,chronic.up_early,HCV signature
GALNT1,chronic.up_early,HCV signature
UBE2V2,chronic.up_early,HCV signature
RIOK2,chronic.up_early,HCV signature
CHMP5,chronic.up_early,HCV signature
YEATS4,chronic.up_early,HCV signature
ARF4,chronic.up_early,HCV signature
SIRT1,chronic.up_early,HCV signature
RNF13,chronic.up_early,HCV signature
TXNDC9,chronic.up_early,HCV signature
GDE1,chronic.up_early,HCV signature
HARS2,chronic.up_early,HCV signature
TBK1,chronic.up_early,HCV signature
RPA3,chronic.up_early,HCV signature
TRNAU1AP,chronic.up_early,HCV signature
HERC1,chronic.up_early,HCV signature
TMEM109,chronic.up_early,HCV signature
PSMC3IP,chronic.up_early,HCV signature
UBE4A,chronic.up_early,HCV signature
FANCL,chronic.up_early,HCV signature
PAQR3,chronic.up_early,HCV signature
NUPL2,chronic.up_early,HCV signature
GNPTAB,chronic.up_early,HCV signature
PHF1,chronic.up_early,HCV signature
HEY1,chronic.up_early,HCV signature
PHLPP1,chronic.up_early,HCV signature
MTMR9,chronic.up_early,HCV signature
SMU1,chronic.up_early,HCV signature
COPA,chronic.up_early,HCV signature
TMPO,chronic.up_early,HCV signature
HERC5,chronic.up_early,HCV signature
SBNO1,chronic.up_early,HCV signature
MRPL3,chronic.up_early,HCV signature
INO80D,chronic.up_early,HCV signature
ADIPOR2,chronic.up_early,HCV signature
IARS,escape:resolver.up_early,HCV signature
CEP192,escape:resolver.up_early,HCV signature
KIF2A,escape:resolver.up_early,HCV signature
CPT1A,escape:resolver.up_early,HCV signature
AKAP11,escape:resolver.up_early,HCV signature
TBP,escape:resolver.up_early,HCV signature
CD53,escape:resolver.up_early,HCV signature
ZNF692,escape:resolver.up_early,HCV signature
RAD1,escape:resolver.up_early,HCV signature
NXF1,escape:resolver.up_early,HCV signature
PBX3,escape:resolver.up_early,HCV signature
TCF7,escape:resolver.up_early,HCV signature
SLC26A6,escape:resolver.up_early,HCV signature
TOB2,escape:resolver.up_early,HCV signature
SNTB2,escape:resolver.up_early,HCV signature
MUM1,escape:resolver.up_early,HCV signature
NOC4L,escape.up_early,HCV signature
DNAJC9,escape.up_early,HCV signature
TM9SF3,escape.up_early,HCV signature
TNF,escape.up_early,HCV signature
JUNB,escape.up_early,HCV signature
BBIP1,escape.up_early,HCV signature
NFKB1,escape.up_early,HCV signature
TTC12,escape.up_early,HCV signature
ACSL3,escape.up_early,HCV signature
UIMC1,escape.up_early,HCV signature
KLF10,escape.up_early,HCV signature
RPL8,escape.up_early,HCV signature
EXOSC7,escape.up_early,HCV signature
TSC22D2,escape.up_early,HCV signature
CXCR4,escape.up_early,HCV signature
PLK3,escape.up_early,HCV signature
SOS2,escape.up_early,HCV signature
SKP1,escape.up_early,HCV signature
SMAD7,escape.up_early,HCV signature
IER5,escape.up_early,HCV signature
EIF5,escape.up_early,HCV signature
ACACA,escape.up_early,HCV signature
CCR7,escape.up_early,HCV signature
C6orf48,escape.up_early,HCV signature
TGFB1,escape.up_early,HCV signature
CD83,escape.up_early,HCV signature
TULP2,escape.up_early,HCV signature
ABL1,escape.up_early,HCV signature
MAL,escape.up_early,HCV signature
SDF2,chronic:resolver.up_early,HCV signature
MTHFD1,chronic:resolver.up_early,HCV signature
KDM5A,chronic:resolver.up_early,HCV signature
CSK,chronic:resolver.up_early,HCV signature
CISD1,chronic:resolver.up_early,HCV signature
PRKCQ,chronic:resolver.up_early,HCV signature
HLAâˆ’DPA1,chronic:resolver.up_early,HCV signature
API5,chronic:resolver.up_early,HCV signature
RTFDC1,chronic:resolver.up_early,HCV signature
HLAâˆ’DMB,chronic:resolver.up_early,HCV signature
TYMS,chronic:resolver.up_early,HCV signature
RRM2,chronic:resolver.up_early,HCV signature
CPSF6,chronic:resolver.up_early,HCV signature
ZWINT,chronic:resolver.up_early,HCV signature
PVRIG,chronic:resolver.up_early,HCV signature
CCNB1IP1,chronic:resolver.up_early,HCV signature
IRF3,chronic:resolver.up_early,HCV signature
DCTN3,chronic:resolver.up_early,HCV signature
MCM2,chronic:resolver.up_early,HCV signature
HSPB11,chronic:resolver.up_early,HCV signature
SLC25A20,chronic:resolver.up_early,HCV signature
BTN2A2,chronic:resolver.up_early,HCV signature
CDKN3,chronic:resolver.up_early,HCV signature
S100A11,chronic:resolver.up_early,HCV signature
PAPSS1,chronic:resolver.up_early,HCV signature
MGAT1,chronic:resolver.up_early,HCV signature
BORA,chronic:resolver.up_early,HCV signature
ATP5O,chronic:resolver.up_early,HCV signature
SNRPF,chronic:resolver.up_early,HCV signature
SLC46A3,chronic:resolver.up_early,HCV signature
EIF2S1,chronic:resolver.up_early,HCV signature
SIDT2,chronic:resolver.up_early,HCV signature
HCG26,chronic:resolver.up_early,HCV signature
IL27RA,chronic:resolver.up_early,HCV signature
STK38,chronic:resolver.up_early,HCV signature
NDEL1,chronic:resolver.up_early,HCV signature
SDHD,chronic:resolver.up_early,HCV signature
METTL17,chronic:resolver.up_early,HCV signature
TCP1,chronic:resolver.up_early,HCV signature
CDK2AP2,chronic:resolver.up_early,HCV signature
NUP155,chronic:resolver.up_early,HCV signature
MRPL48,chronic:resolver.up_early,HCV signature
COPS3,chronic:resolver.up_early,HCV signature
UBQLN2,chronic:resolver.up_early,HCV signature
LANCL1,chronic:resolver.up_early,HCV signature
HSPA2,chronic:resolver.up_early,HCV signature
AMBRA1,resolver.up_early,HCV signature
TIMP2,resolver.up_early,HCV signature
IER2,resolver.up_early,HCV signature
VIPR1,resolver.up_early,HCV signature
CFLAR,resolver.up_early,HCV signature
LOC100507577,resolver.up_early,HCV signature
MMP9,resolver.up_early,HCV signature
LEF1,resolver.up_early,HCV signature
SNX27,resolver.up_early,HCV signature
FTSJ2,resolver.up_early,HCV signature
RAB26,resolver.up_early,HCV signature
PDSS2,resolver.up_early,HCV signature
HMOX2,resolver.up_early,HCV signature
DEXI,resolver.up_early,HCV signature
ETV7,resolver.up_early,HCV signature
STAT5A,chronic:escape.up_early,HCV signature
PDCD6IP,chronic:escape.up_early,HCV signature
AGO4,chronic:escape.up_early,HCV signature
SMC4,chronic:escape.up_early,HCV signature
ZNF146,chronic:escape.up_early,HCV signature
PSMD9,chronic:escape.up_early,HCV signature
MCM6,chronic:escape.up_early,HCV signature
MRPS35,chronic:escape.up_early,HCV signature
BTBD1,chronic:escape.up_early,HCV signature
BCL2L11,chronic:escape.up_early,HCV signature
RBBP8,chronic:escape.up_early,HCV signature
CCNK,chronic:escape.up_early,HCV signature
UPF3B,chronic:escape.up_early,HCV signature
CD2AP,chronic:escape.up_early,HCV signature
N4BP2L1,chronic:escape.up_early,HCV signature
INTS9,chronic:escape.up_early,HCV signature
SRPRA,chronic:escape.up_early,HCV signature
NAB1,chronic:escape.up_early,HCV signature
SLC39A6,chronic:escape.up_early,HCV signature
ABCB1,chronic:escape.up_early,HCV signature
SLC25A32,chronic:escape.up_early,HCV signature
C1orf27,chronic:escape.up_early,HCV signature
BCOR,chronic:escape.up_early,HCV signature
NT5C2,chronic:escape.up_early,HCV signature
ZNF45,chronic:escape.up_early,HCV signature
EIF2AK3,chronic:escape.up_early,HCV signature
TCP11L1,chronic:escape.up_early,HCV signature
UBAP1,chronic:escape.up_early,HCV signature
PER1,chronic:escape.up_early,HCV signature
RNMT,chronic:escape.up_early,HCV signature
IFNGR1,chronic:escape.up_early,HCV signature
ARL8B,chronic:escape.up_early,HCV signature
RALA,chronic:escape.up_early,HCV signature
NAMPT,chronic:escape.up_early,HCV signature
NMD3,chronic:escape.up_early,HCV signature
GTF2B,chronic:escape.up_early,HCV signature
SYNM,chronic:escape.up_early,HCV signature
SEC24A,chronic:escape.up_early,HCV signature
ARID5B,chronic:escape.up_early,HCV signature
RYBP,chronic:escape.up_early,HCV signature
HSPA14,chronic:escape.up_early,HCV signature
CD58,chronic:escape.up_early,HCV signature
SNHG17,chronic:escape.up_early,HCV signature
STAT4,chronic:escape.up_early,HCV signature
RNF6,chronic:escape.up_early,HCV signature
ZNF451,chronic:escape.up_early,HCV signature
ZNF675,chronic:escape.up_early,HCV signature
SH2D1A,chronic:escape.up_early,HCV signature
NDUFAB1,chronic:escape.up_early,HCV signature
BRD1,chronic:escape.up_early,HCV signature
AGPAT5,chronic:escape.up_early,HCV signature
RAB33A,chronic:escape.up_early,HCV signature
CTLA4,chronic:escape.up_early,HCV signature
CSNK1G3,chronic:escape.up_early,HCV signature
CEP97,chronic:escape.up_early,HCV signature
GMFB,chronic:escape.up_early,HCV signature
PANK2,chronic:escape.up_early,HCV signature
UQCRC2,chronic:escape.up_early,HCV signature
ADPGK,chronic:escape.up_early,HCV signature
MFAP1,chronic:escape.up_early,HCV signature
KLHL7,chronic:escape.up_early,HCV signature
ANKHD1,chronic:escape.up_early,HCV signature
NUP88,chronic:escape.up_early,HCV signature
FAM98A,chronic:escape.up_early,HCV signature
IRF3,all.up_late,HCV signature
DNAJC9,all.up_late,HCV signature
SLC37A1,all.up_late,HCV signature
CCR7,all.up_late,HCV signature
TGFB1,all.up_late,HCV signature
SMU1,all.up_late,HCV signature
SOS2,all.up_late,HCV signature
IDS,all.up_late,HCV signature
PRNP,all.up_late,HCV signature
C6orf48,all.up_late,HCV signature
IRS2,all.up_late,HCV signature
TMPO,all.up_late,HCV signature
SNX27,all.up_late,HCV signature
NELL2,all.up_late,HCV signature
LOC100507577,all.up_late,HCV signature
PCBP2,all.up_late,HCV signature
PLK3,all.up_late,HCV signature
INO80D,all.up_late,HCV signature
CD83,all.up_late,HCV signature
PHF20,all.up_late,HCV signature
TULP2,all.up_late,HCV signature
KLF10,all.up_late,HCV signature
LBR,all.down_late,HCV signature
CLEC2B,all.down_late,HCV signature
ZNF692,all.down_late,HCV signature
S100A11,all.down_late,HCV signature
SRRT,all.down_late,HCV signature
NAB1,all.down_late,HCV signature
MGAT1,all.down_late,HCV signature
ZWINT,all.down_late,HCV signature
PVRIG,all.down_late,HCV signature
SLC25A20,all.down_late,HCV signature
MCM6,all.down_late,HCV signature
CTLA4,all.down_late,HCV signature
GBP1,all.down_late,HCV signature
RAB33A,all.down_late,HCV signature
MTHFD1,all.down_late,HCV signature
NUSAP1,all.down_late,HCV signature
RRM2,all.down_late,HCV signature
TOP2A,all.down_late,HCV signature
NUP85,all.down_late,HCV signature
NUP88,all.down_late,HCV signature
BTBD1,all.down_late,HCV signature
ELF4,all.down_late,HCV signature
TYMS,all.down_late,HCV signature
HSPB11,all.down_late,HCV signature
SRPRA,all.down_late,HCV signature
ABCB1,all.down_late,HCV signature
FAM98A,all.down_late,HCV signature
SMC4,all.down_late,HCV signature
CD74,all.down_late,HCV signature
MCM2,all.down_late,HCV signature
EZH2,all.down_late,HCV signature
TRAF5,all.down_late,HCV signature
BUB1B,all.down_late,HCV signature
TBP,all.down_late,HCV signature
TAF12,all.down_late,HCV signature
PSMA4,all.down_late,HCV signature
USP25,all.down_late,HCV signature
ENTPD1,all.down_late,HCV signature
DPAGT1,all.down_late,HCV signature
CISD1,all.down_late,HCV signature
CEP192,all.down_late,HCV signature
PANK2,all.down_late,HCV signature
VPS33A,all.down_late,HCV signature
SH2D1A,all.down_late,HCV signature
HLAâˆ’DRB1,all.down_late,HCV signature
AGO4,all.down_late,HCV signature
ITPA,all.down_late,HCV signature
CCNB1IP1,all.down_late,HCV signature
RPA3,all.down_late,HCV signature
TGFBRAP1,chronic.up_late,HCV signature
CFLAR,chronic.up_late,HCV signature
ZNF593,chronic.up_late,HCV signature
IL27RA,chronic.up_late,HCV signature
MMP9,chronic.up_late,HCV signature
PAPSS1,chronic.up_late,HCV signature
AKAP11,chronic.up_late,HCV signature
MFAP1,chronic.up_late,HCV signature
FANCL,chronic.up_late,HCV signature
METTL17,chronic.up_late,HCV signature
AMBRA1,chronic.up_late,HCV signature
SDHD,chronic.up_late,HCV signature
MTMR9,chronic.up_late,HCV signature
ACACA,chronic.up_late,HCV signature
RTFDC1,chronic.up_late,HCV signature
DCTN3,chronic.up_late,HCV signature
CST7,chronic.up_late,HCV signature
CPSF6,chronic.up_late,HCV signature
MUM1,chronic.up_late,HCV signature
EXOSC7,chronic.up_late,HCV signature
BORA,chronic.up_late,HCV signature
SLC39A6,chronic.up_late,HCV signature
CSK,chronic.up_late,HCV signature
RAD1,chronic.up_late,HCV signature
PTTG1,chronic.up_late,HCV signature
PRKCQ,chronic.up_late,HCV signature
N4BP2L1,chronic.up_late,HCV signature
HCG26,chronic.up_late,HCV signature
TM9SF3,chronic.up_late,HCV signature
DCP2,chronic.up_late,HCV signature
NDUFAB1,chronic.up_late,HCV signature
CDKN3,chronic.up_late,HCV signature
LANCL1,chronic.up_late,HCV signature
BCL2L11,chronic.up_late,HCV signature
TBK1,chronic.up_late,HCV signature
PSMD9,chronic.up_late,HCV signature
MRPS35,chronic.up_late,HCV signature
BTN2A2,chronic.up_late,HCV signature
SNRPF,chronic.up_late,HCV signature
FYCO1,chronic.up_late,HCV signature
STAT4,chronic.up_late,HCV signature
PHLPP1,chronic.up_late,HCV signature
NOC4L,chronic.up_late,HCV signature
INTS9,chronic.up_late,HCV signature
SYNM,chronic.up_late,HCV signature
CD58,chronic.up_late,HCV signature
ZNF146,chronic.up_late,HCV signature
NMD3,chronic.up_late,HCV signature
DBI,chronic.up_late,HCV signature
BLMH,chronic.up_late,HCV signature
TMEM2,chronic.up_late,HCV signature
MRPS27,chronic.up_late,HCV signature
PER1,escape:resolver.up_late,HCV signature
JUNB,escape:resolver.up_late,HCV signature
PHF1,escape:resolver.up_late,HCV signature
TIMP2,escape:resolver.up_late,HCV signature
SKP1,escape:resolver.up_late,HCV signature
RAB26,escape:resolver.up_late,HCV signature
UIMC1,escape:resolver.up_late,HCV signature
NXF1,escape:resolver.up_late,HCV signature
TCF7,escape:resolver.up_late,HCV signature
EIF5,escape:resolver.up_late,HCV signature
SNTB2,escape:resolver.up_late,HCV signature
ZNF45,escape:resolver.up_late,HCV signature
IER2,escape:resolver.up_late,HCV signature
ATP5O,escape:resolver.up_late,HCV signature
PDSS2,escape:resolver.up_late,HCV signature
DEXI,escape:resolver.up_late,HCV signature
TOP2B,escape.up_late,HCV signature
NT5C2,escape.up_late,HCV signature
GTF2B,escape.up_late,HCV signature
CEP97,escape.up_late,HCV signature
IARS,escape.up_late,HCV signature
FAM13B,escape.up_late,HCV signature
PHF11,escape.up_late,HCV signature
SDF2,escape.up_late,HCV signature
RYBP,escape.up_late,HCV signature
UPF3B,escape.up_late,HCV signature
NFKB1,escape.up_late,HCV signature
ANKHD1,escape.up_late,HCV signature
ZNF451,escape.up_late,HCV signature
RBBP8,escape.up_late,HCV signature
SIDT2,escape.up_late,HCV signature
AGPAT5,escape.up_late,HCV signature
RIOK2,escape.up_late,HCV signature
HLAâˆ’DPA1,escape.up_late,HCV signature
SLC25A32,escape.up_late,HCV signature
TNF,escape.up_late,HCV signature
ARID5B,escape.up_late,HCV signature
NAMPT,escape.up_late,HCV signature
ADPGK,escape.up_late,HCV signature
ACAP2,escape.up_late,HCV signature
RAB33B,escape.up_late,HCV signature
KIF2A,escape.up_late,HCV signature
C1orf27,escape.up_late,HCV signature
UQCRC2,escape.up_late,HCV signature
HLAâˆ’DMB,escape.up_late,HCV signature
KLHL7,chronic:resolver.up_late,HCV signature
CDK2AP2,chronic:resolver.up_late,HCV signature
SLC46A3,chronic:resolver.up_late,HCV signature
HMOX2,chronic:resolver.up_late,HCV signature
MRPL48,chronic:resolver.up_late,HCV signature
ATP1A1,chronic:resolver.up_late,HCV signature
VIPR1,chronic:resolver.up_late,HCV signature
SLC26A6,chronic:resolver.up_late,HCV signature
IER5,chronic:resolver.up_late,HCV signature
SLC8B1,chronic:resolver.up_late,HCV signature
PSMC3IP,resolver.up_late,HCV signature
POGLUT1,resolver.up_late,HCV signature
TRNAU1AP,resolver.up_late,HCV signature
TMEM109,resolver.up_late,HCV signature
TTC12,resolver.up_late,HCV signature
ETV7,resolver.up_late,HCV signature
NUPL2,resolver.up_late,HCV signature
LEF1,resolver.up_late,HCV signature
TOB2,resolver.up_late,HCV signature
HEY1,resolver.up_late,HCV signature
MAL,resolver.up_late,HCV signature
UBQLN2,resolver.up_late,HCV signature
PBX3,resolver.up_late,HCV signature
RFX5,resolver.up_late,HCV signature
CPT1A,resolver.up_late,HCV signature
CCNK,resolver.up_late,HCV signature
PSMB10,resolver.up_late,HCV signature
UBE2V2,resolver.up_late,HCV signature
CD53,resolver.up_late,HCV signature
RPL8,resolver.up_late,HCV signature
GMFB,resolver.up_late,HCV signature
MSMO1,chronic:escape.up_late,HCV signature
ARL8B,chronic:escape.up_late,HCV signature
IFNGR1,chronic:escape.up_late,HCV signature
COPS3,chronic:escape.up_late,HCV signature
COPA,chronic:escape.up_late,HCV signature
SEC24A,chronic:escape.up_late,HCV signature
GALNT1,chronic:escape.up_late,HCV signature
KDM5A,chronic:escape.up_late,HCV signature
GTF2E1,chronic:escape.up_late,HCV signature
EIF2AK3,chronic:escape.up_late,HCV signature
RNMT,chronic:escape.up_late,HCV signature
SACM1L,chronic:escape.up_late,HCV signature
CSNK1G3,chronic:escape.up_late,HCV signature
TXNDC9,chronic:escape.up_late,HCV signature
BCOR,chronic:escape.up_late,HCV signature
RNF13,chronic:escape.up_late,HCV signature
OSBP,chronic:escape.up_late,HCV signature
YEATS4,chronic:escape.up_late,HCV signature
UBAP1,chronic:escape.up_late,HCV signature
